neighborhood_id,year,diabetes_prev,median_income,poverty_rate,age_65_plus,unemployment_rate,pm25,food_access_index
N51,2022,0.15864788622266554,47565.07483616892,0.11078732718621212,0.1973646802561631,0.07831110796300395,9.937295218107556,0.6234654766617563
N52,2022,0.09275835934215715,79164.97343682637,0.10859000278149189,0.1873548690585019,0.053934220426983176,9.34695639031834,0.8197553703974381
N53,2022,0.2067691540010269,72381.24523482045,0.2069456745200447,0.22527394035771647,0.06063011524898277,12.045858913884892,0.5379466486813088
N54,2022,0.08197276032088627,64862.49528732663,0.14088998619426207,0.16484979824963591,0.0778547107631074,7.545337950299583,1.0
N55,2022,0.1593713031569967,44909.73927750447,0.06500679710485874,0.2179055436750034,0.08374988081888807,11.872359451156466,0.7256691018528559
N56,2022,0.15432941692750904,59816.29840729628,0.08719219399599178,0.1637902279096863,0.03968514865463665,12.925359200253254,0.5705885236995722
N57,2022,0.12665492278608315,47617.54204811233,0.12750299108429045,0.1806465727137812,0.04308826341588076,7.5333388133007055,0.6487374422983825
N58,2022,0.11116456280545989,63674.49856663084,0.11451397772402092,0.13644808471908387,0.06696149812072909,5.655746975508028,0.3185072451246889
N59,2022,0.1972444531518513,49223.33668121346,0.13505869938017068,0.17554537827990024,0.10426068650848655,12.572978869606057,0.5680122940073146
N60,2022,0.14643094771646414,59714.75688145967,0.07982294447535337,0.1590743432003805,0.05134024083239585,10.968155681014268,0.4345538112895354
N61,2022,0.21463408914524554,67790.19771361758,0.25729172391018046,0.15456199257715714,0.07205135166296824,12.070431975133339,0.5197559056228327
N62,2022,0.134593622172693,63361.38722715625,0.15088146805472563,0.1648838049274416,0.036809706484336,10.073530522776828,0.69959965824909
N63,2022,0.2052888594856585,81767.15411692562,0.2171489578259645,0.2676591228755778,0.03697957311335851,12.616961910162034,0.6366684011476703
N64,2022,0.03,92847.04399826509,0.09341912002513938,0.1180139078909612,0.04201822063667933,3.6283128270705793,0.49484899566384777
N65,2022,0.22203216887542154,48613.01007669453,0.16052756505333454,0.17708779878885797,0.11628512517647657,12.851271514558151,0.4846192688675194
N66,2022,0.21320192802595675,46523.77992977463,0.1844343420054554,0.0939883396489679,0.11494376297563061,13.538320362163862,0.506164869579059
N67,2022,0.18346891530129067,34302.98206363684,0.2447710661915789,0.1542730077373691,0.09713448935920385,5.216717023616899,0.4801249954092454
N68,2022,0.11904189547048444,60078.65549577275,0.15328864156353195,0.13749672642603783,0.07868549797042496,6.797138711852217,0.5715241029957413
N69,2022,0.09494926193823376,61804.434475678485,0.18601071838411243,0.1955807439044445,0.02626073724486392,5.397657487793133,0.8555353643797018
N70,2022,0.18204754012903024,64984.71017969387,0.09760594244104123,0.23755759877612614,0.06347023902878576,13.537891552191478,0.6135036962820217
N71,2022,0.16232193553062743,90911.21887322981,0.27287385897102434,0.14755179257604634,0.08914712852863066,11.936127848755444,0.8737263115064697
N72,2022,0.19484654826663042,45526.14809129843,0.19802360219989074,0.2129212243424794,0.01,6.450224462002675,0.19215356444797982
N73,2022,0.273572705674351,55958.89748333163,0.20022795790571735,0.23511785260480142,0.06222284341259325,14.885846636713875,0.32397970835702167
N74,2022,0.11931935205580652,34449.26340967268,0.1461116610772367,0.17920327244696538,0.0590191575571772,3.79767369988037,0.5821759920974423
N75,2022,0.19394583176598074,40432.9574924272,0.1968770784181027,0.1783299123048424,0.03180360641017934,8.45839924798992,0.3881572956222097
N76,2022,0.1658722879252798,59059.813540902425,0.21685996243508668,0.11071369768322281,0.07512139546553533,8.409227144882678,0.44142543354753117
N77,2022,0.16536314638389218,58394.544600681635,0.0775330374306438,0.1323175347326409,0.024063663222334546,15.894175398749168,0.6070527103943457
N78,2022,0.16675142857824185,49504.117380111216,0.16497859375139554,0.15438359751545852,0.053370912014003305,11.842500100130275,0.7515015420094611
N79,2022,0.05491561380398512,52042.48278584209,0.10969272315487238,0.1462474151424178,0.01,5.454426813404343,0.873374853488905
N80,2022,0.1988432565879654,84674.51570251926,0.1325674772310535,0.18882784815278833,0.06933750463630609,19.236642425365712,0.8239149822869154
N81,2022,0.10804227038016374,58081.2361277885,0.08311216915797019,0.07967768398712137,0.0661039090760167,7.73094776414709,0.31554925808046513
N82,2022,0.13017415021292095,50301.4067363621,0.07429163974699234,0.24435708175362825,0.08644919270848352,9.976082076050147,0.8959888277780051
N83,2022,0.12349322810112565,61160.524614714275,0.08971010590702153,0.23615620386348288,0.07616730131053975,6.888261537020631,0.5619322643832784
N84,2022,0.09654863244117969,46865.726199228644,0.053204018832496466,0.20630887737658207,0.11728249921410391,5.804297278542577,0.7125938473381142
N85,2022,0.15012492547631953,50240.361463172594,0.11590122313647128,0.13038030378805654,0.03408027690960552,10.145564883834481,0.4338099767177924
N86,2022,0.10309591343991578,64056.85238669758,0.1464833323385604,0.14805259765667952,0.03277309013875206,8.269686008295002,0.7510782451651512
N87,2022,0.06016364037170413,67513.75781436572,0.08157113286410142,0.1649666152714613,0.08254161370115368,4.991784156635885,0.708672038475987
N88,2022,0.10467925968693595,50060.643615812296,0.18994190680152115,0.12183704217287417,0.01,5.117372686350512,0.6096169893322764
N89,2022,0.1426309935151308,63895.83752582223,0.08669783624269138,0.1919296229388687,0.010154398131931204,9.80176060405805,0.3577967600475086
N90,2022,0.18761779233614995,50222.45838296761,0.15331790699214898,0.11697933173580238,0.048463333673105236,13.018878427643322,0.48462162609537024
N91,2022,0.06421787088687711,72535.38168097712,0.07092052017396672,0.18649020889576415,0.10324705861973701,2.585066499618132,0.44062094890590464
N92,2022,0.1433131625953914,68656.0819077081,0.13578682297699052,0.17855729366856543,0.04188044439852538,10.2597693624187,0.5688645529215841
N93,2022,0.13622280785614768,77516.73092489711,0.1678094590310849,0.1768801331037601,0.04764369101632598,8.53718132778252,0.5134883624360758
N94,2022,0.18174889179298462,65916.78213567445,0.12053108634258158,0.17448874284482066,0.12226202395936317,12.613374110295076,0.5347952935664317
N95,2022,0.03484180687981565,78018.20883245918,0.12143472388849139,0.0580937732411073,0.029757410672477877,4.3876242369224325,0.5296973031917382
N96,2022,0.2693581501051363,60276.27568784328,0.2673506118592698,0.17634636868820813,0.053426984135734074,12.488216743550467,0.15777293819842292
N97,2022,0.171194388132599,63534.21837162849,0.2039605635720877,0.08607068771100793,0.09431262129620788,11.015489222483243,0.5169424172198397
N98,2022,0.2115210497736968,69491.72799159428,0.3089485000463077,0.16909331275292477,0.06744661758901008,8.621917301379268,0.43003112610704164
N99,2022,0.11947831717074103,72455.03724816369,0.09007413218637927,0.16357831186096963,0.0456702765970465,11.436939477239175,0.6667324210573896
N100,2022,0.0893609276809238,75563.0991638685,0.1142988520801677,0.14650625323533145,0.030637088526530777,8.667120219771665,0.6754600986089704
N101,2022,0.10886958847331052,71354.82924968028,0.0854484273075662,0.203480296005283,0.10066913576414852,11.240304709671102,0.9753591625116131
N102,2022,0.12979463153803567,48393.1620134464,0.06287417076820079,0.07106398755478607,0.10488132934467548,11.963096969062173,0.588883065817909
N103,2022,0.14051489542712484,64199.529394797304,0.07121576668911363,0.2822875989808413,0.06387663545925683,10.328184383814678,0.7451533247797384
N104,2022,0.16957764148605275,67215.13847605069,0.1656718816995392,0.12047627722773441,0.07414405071407987,15.6460734894251,0.8690840092309955
N105,2022,0.07597728483510113,83897.79939959096,0.11421490264981704,0.11051975898707095,0.056226392397010556,10.167174736866084,0.8188383036941898
N106,2022,0.21601697567176048,34613.030554277706,0.257068522362243,0.15209960507105053,0.047193567901577395,6.963686874219498,0.2690286656268461
N107,2022,0.06913148670885735,72347.55875942872,0.15513225770318828,0.09550195501294731,0.021147636838091517,8.992645902129615,0.9338043050578786
N108,2022,0.03,56106.12972954593,0.044779993281732544,0.1477128467957028,0.05181829290756988,1.9093400711752846,0.5891410266964375
N109,2022,0.2215153852275611,56535.98204686983,0.19873444553693928,0.25244780474726725,0.09379695088643272,9.193333928335509,0.3786948182516659
N110,2022,0.12195165902120644,98600.3970487479,0.15414529038101418,0.16069646459564732,0.0592762473866999,10.594254282303565,0.5711279176152115
N111,2022,0.11602705403427716,51395.069896796456,0.11171987411317255,0.1583623364892001,0.04369725686598705,7.861462651968507,0.6212860455383793
N112,2022,0.24833586347625478,56175.34173868717,0.25527950920078823,0.05,0.09274520555767385,13.738255577492886,0.18532195351837005
N113,2022,0.05059770988456319,54859.68608879477,0.12399913938029458,0.08962441526410894,0.036665499372273744,6.668272463602514,0.9504540886847246
N114,2022,0.15009603788301812,74035.17589721191,0.2390088566495911,0.19608360320216175,0.026128446863483125,8.42643920116068,0.6978749122455836
N115,2022,0.19488560017692036,41668.08286662082,0.19990989011206717,0.14798373009209326,0.04875537577351207,12.132879904610474,0.688852662297208
N116,2022,0.1993393572344836,54585.507512713804,0.23115308623549735,0.10594683362000513,0.07847806820832791,11.779303773905152,0.5380907121372019
N117,2022,0.08616594186471636,64891.99533363177,0.06242204965302878,0.20620135096034506,0.054452935906710326,8.431830938442882,0.8098018451673779
N118,2022,0.03,49434.84464185861,0.05140770925455081,0.08216854132380481,0.07818029854036919,6.15871194251115,0.950958836396873
N119,2022,0.20698440787588396,28771.058881744168,0.2687519457803027,0.17055087336013092,0.057098606643888224,8.365242739573151,0.6798272228704142
N120,2022,0.1743027446395429,59435.47946362727,0.2272311317411565,0.165711382433102,0.06450905284385633,8.909163363358433,0.5886108752557865
N121,2022,0.09054069157567604,64617.026533380886,0.030288212514036197,0.09259072889471436,0.08229792282068145,10.512596314383826,0.5632033327294641
N122,2022,0.17213236840232266,60276.5089959809,0.17433071937531697,0.13301201598453194,0.036650858237930614,10.587535765293044,0.4043254444769936
N123,2022,0.1025038595504923,66123.79133571708,0.03081914770335116,0.2114577818662822,0.07417792447239129,10.768089202941628,0.7965381967891028
N124,2022,0.09886329154809305,84982.11666693864,0.22100590455126912,0.06795628843341774,0.02161269099792895,8.125544266912964,0.6052182100421667
N125,2022,0.12997117964490834,67764.88530703685,0.0991979330792574,0.1693383382238539,0.03733851202940032,8.165446591024155,0.3186677806303555
N126,2022,0.049203115054434976,46151.50130833643,0.055382077606856636,0.11120633735113336,0.09160925389823518,7.151803333504171,1.0
N127,2022,0.11939280444393846,67399.76851321333,0.16293852865864117,0.11708211099093932,0.08100929638226974,8.273086521286679,0.6244019629290722
N128,2022,0.08546342864958863,98401.26807403192,0.1432758070192745,0.2174636663142838,0.03890470724622337,9.895034528509115,0.954160127127102
N129,2022,0.21691568704632808,50595.494133183485,0.27687139905978503,0.1953875967727738,0.043125996723171967,11.897223217166562,0.7945108899253459
N130,2022,0.06966794413511225,69327.14943325795,0.04008426960766803,0.12364314120875658,0.052574440933454855,9.77669971269986,0.7241344195101356
N131,2022,0.11448942410574953,62665.51501399881,0.0565258948902929,0.17900989255029817,0.07831757235851469,11.67937134379312,0.8161561451109244
N132,2022,0.14806475145790238,72508.83231823356,0.18214260554599057,0.15649171442706766,0.010171171994520257,11.288854657397758,0.6415375374326222
N133,2022,0.08546375776982208,64073.6825579306,0.06062759969257833,0.10594717297958689,0.0915945855999871,9.881334538430036,0.7363001394745249
N134,2022,0.17351551406659008,60424.77564195692,0.15208292976470217,0.2069141902987999,0.04451865815347878,10.28836233082295,0.5075449422589915
N135,2022,0.20388496861048336,53482.55658851527,0.12835795135719524,0.17110668858168565,0.04563754135009568,13.767268376720562,0.4210785395560992
N136,2022,0.22404114559991747,57196.92533757961,0.11921882592080775,0.23234889421768665,0.06589664329534724,13.095533618405906,0.30288792539260556
N137,2022,0.13482544807221808,64005.75398803888,0.2122741556936406,0.1641141994637712,0.09196441125196053,8.448134649698883,0.881869488037116
N138,2022,0.16523918241008217,94483.47185428876,0.12460130076922385,0.1377248739299614,0.10360153431353103,14.738716437192137,0.49542799456934633
N139,2022,0.10796589216344485,53697.19774356214,0.1302750773797645,0.09277747444828614,0.03244044160547405,6.987577699743796,0.44644048697917427
N140,2022,0.20815511780841042,59479.72668919828,0.16639503127755645,0.23752502464070385,0.03004937877783627,12.952967195429752,0.5572022311548982
N141,2022,0.1502350705453499,59258.044355213504,0.19723736445166226,0.10386389892188508,0.07147229238552151,10.499356624639168,0.6984902528016298
N142,2022,0.19407411935556929,64337.52965861727,0.3218710097937626,0.1281130007874342,0.04407009134994547,8.130578420725707,0.488904576167949
N143,2022,0.1763373774171052,50439.19309040223,0.23323115717752863,0.23102521239949275,0.04287761118751571,7.502933280687314,0.6942831112772808
N144,2022,0.1804624197621464,51716.65433578543,0.19430522724288574,0.17014615104256497,0.014527676550083038,14.642515603990185,0.9591755346191043
N145,2022,0.13438723646003883,50808.16964273421,0.1228608908044811,0.17429326953624524,0.07003370369961075,11.975632818018491,1.0
N146,2022,0.06834155044889496,57345.79158758926,0.09411919288230822,0.09103403859927364,0.03807209880174243,9.90061908137861,0.9589115727035575
N147,2022,0.2573395965656441,52235.830514457426,0.1656651566147229,0.1591788551963624,0.09565179820344252,17.580797277620867,0.49382624541593584
N148,2022,0.2325903998700383,52658.40836222667,0.22309126139483504,0.19409457448131556,0.11540121977208101,11.751784555977892,0.5281415818425881
N149,2022,0.19614908357930216,68859.82246038463,0.22760925064080356,0.2010241090598682,0.07521822093321893,13.200024068767462,0.8338591180891346
N150,2022,0.19833898531578967,80732.38486556291,0.195409692131275,0.1516440959841573,0.06440141059299968,13.61952689952507,0.43661286580255276
N151,2022,0.14636253821888054,65530.099633093516,0.12246628313708474,0.16143724114674088,0.09835355587821895,10.57329720405971,0.6092873096312298
N152,2022,0.20033837941854105,39602.15788530121,0.20223774962190544,0.19227420905705378,0.1248976416991638,9.076665295140998,0.6438300655327878
N153,2022,0.20517734557490275,63740.75525566133,0.26042172958344323,0.1552352233806524,0.06837064577311017,11.823689529149618,0.6373218246312716
N154,2022,0.19006791499403047,53303.49578174208,0.16358629950288153,0.2136815874929886,0.02920454101766819,10.398909022440629,0.4599758370121653
N155,2022,0.13158523687198495,77925.69943387264,0.043376916665135754,0.13205390763642058,0.07131635625193562,14.696572087703021,0.5868499477854024
N156,2022,0.202521700327143,51672.00709960202,0.2816809948608413,0.0875993049791878,0.01,11.320043350159997,0.49958915512947777
N157,2022,0.12956673317776043,44681.5077430393,0.19958495131095472,0.17219003568855995,0.043077641077898146,6.159086803987317,0.7744914656560289
N158,2022,0.1268215107574382,69753.01766937991,0.14305768953544318,0.2523318498023833,0.02789745701021542,5.423424487225784,0.46161838602375105
N159,2022,0.08956961153043014,59316.209754667536,0.16703376145258841,0.1479381971071835,0.0705616618954289,6.245381727428668,0.8887529208146518
N160,2022,0.19853679767756416,58767.732324111465,0.22821070821116896,0.1771362673188852,0.07370259657461352,11.709301840696611,0.689541712003463
N161,2022,0.1532828543991418,69640.84139801316,0.2430406771092702,0.1698260584850735,0.08127011272765536,9.73079291713832,0.8880234430898946
N162,2022,0.21884936237683975,49854.115469110955,0.2760658303037571,0.15799210246778284,0.017076746936458553,10.384313244732368,0.4637896685050238
N163,2022,0.13733252080158737,72609.65323483085,0.10431632144883263,0.13769082833926102,0.01,8.64308104225277,0.11522413467420861
N164,2022,0.1813348433037617,36241.45764771415,0.2032290259301008,0.19929000793254162,0.07276372685354894,7.099071570612361,0.590457728771604
N165,2022,0.13826833306414804,59945.96191364148,0.06891447175652199,0.23516991508835755,0.08632086871727014,9.337107478511008,0.6053771677989062
N166,2022,0.0626480972158626,63125.74211921329,0.02,0.14764113087397016,0.03954047256006604,6.995139970315254,0.543779941422809
N167,2022,0.15933410349345314,86965.29790274284,0.1948590002886907,0.13144105051086016,0.07717748344068476,14.198066309758007,0.7849267365825537
N168,2022,0.1579779372593682,60894.45554880261,0.10471442556060981,0.1949111656806795,0.07180456156265248,12.685579660083196,0.7270343603363939
N169,2022,0.2162582144997327,75743.29072979002,0.11253353519076023,0.2258697032817163,0.06592798814077198,16.225782617875797,0.46216243638208643
N170,2022,0.09873372165706479,86039.45704747873,0.16385375484238535,0.12742909981927758,0.04548342497837035,9.038958075417039,0.6848331892803833
N171,2022,0.18168199254648437,67842.5323205325,0.10984099972429946,0.15878227038695086,0.1242681107583559,15.182629510302135,0.6872647339348064
N172,2022,0.18150722453020557,60570.05217252301,0.1584021928702783,0.19067589863652085,0.029316223044047834,9.227870387729965,0.2662831852244821
N173,2022,0.15684379083197336,65988.34683907918,0.19530371577919187,0.1358406768850313,0.10721960289870097,6.322703010992976,0.3071250239580359
N174,2022,0.23158817938234819,63366.77727839958,0.22329688118285082,0.24419638457289344,0.0462334721139318,13.236042500293888,0.5922983060998586
N175,2022,0.19435276139186275,57410.59050088771,0.21185619562406707,0.192616143920671,0.01270823529047252,14.429621049177687,0.8760182708294904
N176,2022,0.17636374759147333,50616.55947735706,0.17770624734061863,0.18470150931413695,0.06782021297471721,8.349084538463739,0.4656753264123896
N177,2022,0.26230100124998407,59616.688935128324,0.23209103134815554,0.18718000772972163,0.04888157003741682,12.315096131945033,0.1
N178,2022,0.03,77231.48550558156,0.028220035485533007,0.1418779529298434,0.026409903161215685,6.115955572837283,0.8321653574757039
N179,2022,0.19684056420386847,52984.48198032163,0.1742552717211501,0.1576539710560408,0.07431122481669364,10.230465673180767,0.34340155516228604
N180,2022,0.12333175281084387,74944.0022917071,0.11543703917870812,0.08217090506701244,0.04715654517102262,14.502279371902933,0.7700443484226985
N181,2022,0.15594375905143137,54770.21798388211,0.12555196069770996,0.14391824743913087,0.12230243950682522,11.14580635669466,0.6860083294382139
N182,2022,0.13476452030821923,75454.25181047764,0.16671524113185593,0.14704789270896484,0.05410950452745065,9.785196221757808,0.5925555526980316
N183,2022,0.19336841272575675,70914.4431545547,0.15363621200651095,0.19663200386077898,0.05757850259674253,10.235905570948272,0.20035986309357845
N184,2022,0.21636994755902667,73744.91512053722,0.1742541933128595,0.20990050549298261,0.01,16.265124114342182,0.5720820743689652
N185,2022,0.05013731108810912,76622.74225106275,0.07720658510121282,0.1906386952531285,0.028397533104790318,8.128693117912585,0.9828062707733572
N186,2022,0.17218681085363216,57139.7639885498,0.1652203011225806,0.20350338653443772,0.07487045663917813,10.451256715430729,0.672992200493245
N187,2022,0.13108102385878762,96051.23377857413,0.14596668420764902,0.17005495233574838,0.09151963188022835,13.31657779887395,0.837406061112076
N188,2022,0.15020289069707116,69580.95333043777,0.06998965610886614,0.2416715766150548,0.02560963820943936,10.907906395717099,0.44914482999612837
N189,2022,0.20685995748603797,59037.92480110511,0.17301336872124362,0.17606786077251366,0.07265762262705854,14.841133807175941,0.6907068603027959
N190,2022,0.19503174793375916,56337.65047064027,0.21748610178018501,0.21947352444623203,0.023171765545890226,11.792200209549573,0.7402345484621796
N191,2022,0.18598213255832113,55536.54744960012,0.24629947693181337,0.15249722064837368,0.06376729360414626,9.48078452714839,0.6031158095162935
N192,2022,0.1582845412376375,43555.87369657197,0.04919643821839938,0.23972525316124862,0.03459115955045017,7.025822951631079,0.16932197727925702
N193,2022,0.09258253158270222,50415.57378465746,0.0573837144614751,0.24210075800681846,0.09029451268027902,7.935548964466829,1.0
N194,2022,0.09814469532865906,74726.48230487392,0.12726180315439642,0.05,0.12872827717772223,5.831282599709212,0.27092025060862157
N195,2022,0.22789637696967946,75338.5564801446,0.32078266844374914,0.22921364092552593,0.07691727360157079,11.784263024995859,0.7706831117560615
N196,2022,0.1306714526875573,71383.92884680147,0.1696833996778563,0.1652100551975938,0.05812220616301433,7.7381062333999715,0.5438649846266451
N197,2022,0.12874721895983174,34605.64778706922,0.1431162261243675,0.11057044464245414,0.02689232048352687,10.539682453460436,0.8784004572689199
N198,2022,0.058069480281681796,73774.74909003469,0.0400649577463776,0.11051859317148313,0.08822313563964647,7.052537819385071,0.5550733700005951
N199,2022,0.08377538539974295,68250.78148536828,0.08221588815954552,0.165268775307298,0.019979235152453867,8.195897068146358,0.6639563868285073
N200,2022,0.1686831868309318,36105.09399702496,0.18083323165722792,0.15901811005366595,0.07657469863251443,10.671742402193985,0.8728280859947688
N1,2023,0.14184649631417037,61878.36753971861,0.11994161212123228,0.1661148751516142,0.07629894087109164,10.146580210977113,0.6081183382407764
N2,2023,0.10796923790198057,49470.12468289867,0.10359693577143361,0.08986973641001532,0.11248730229560817,6.268410293826145,0.46141896044081854
N3,2023,0.1631115968278522,49223.89101646204,0.21264470638611088,0.1452525160853986,0.097432262180212,7.979528127268394,0.6557988324447603
N4,2023,0.2173766538314037,47469.794201103636,0.3001604389441372,0.10062007904852435,0.06929462130681083,11.901330642796296,0.6827598194902996
N5,2023,0.13783586886439272,57220.68511683438,0.14091255101866015,0.16219057359895547,0.05558993995114534,12.891637350384729,1.0
N6,2023,0.07726934549958712,51637.623224882496,0.05411379142946454,0.15558589758243727,0.13739128012962953,7.588976296090808,0.9278233610888135
N7,2023,0.12033691792000255,85165.51221114662,0.11124882308044037,0.18844915395926376,0.10885189869385614,8.86261677703754,0.5592839279795276
N8,2023,0.12965118914221535,51274.786290770346,0.07896702885149931,0.12753612274669965,0.023281791997132303,10.102250404777678,0.4460053537882716
N9,2023,0.04559930980821253,63506.788676861215,0.04108730476574607,0.17654401161072286,0.08500586884826773,4.018793072285634,0.6748113139695144
